Date,Open,High,Low,Close
11/15/2023,"7,440.47","7,533.77","7,440.47","7,486.91"
11/14/2023,"7,425.83","7,456.63","7,386.66","7,440.47"
11/13/2023,"7,360.55","7,426.14","7,360.55","7,425.83"
11/10/2023,"7,455.67","7,455.67","7,319.96","7,360.55"
11/09/2023,"7,401.72","7,465.31","7,367.21","7,455.67"
11/08/2023,"7,410.04","7,442.09","7,384.51","7,401.72"
11/07/2023,"7,417.76","7,431.14","7,397.40","7,410.04"
11/06/2023,"7,417.73","7,448.36","7,403.51","7,417.76"
11/03/2023,"7,446.53","7,482.73","7,396.57","7,417.73"
11/02/2023,"7,342.43","7,469.75","7,342.43","7,446.53"
11/01/2023,"7,321.72","7,385.39","7,304.89","7,342.43"
10/31/2023,"7,327.39","7,373.53","7,309.04","7,321.72"
10/30/2023,"7,291.28","7,361.50","7,291.28","7,327.39"
10/27/2023,"7,354.57","7,380.33","7,279.86","7,291.28"
10/26/2023,"7,414.34","7,414.34","7,342.48","7,354.57"
10/25/2023,"7,389.70","7,428.11","7,368.38","7,414.34"
10/24/2023,"7,374.83","7,405.26","7,324.99","7,389.70"
10/23/2023,"7,402.14","7,402.20","7,338.59","7,374.83"
10/20/2023,"7,499.53","7,499.62","7,395.57","7,402.14"
10/19/2023,"7,588.00","7,588.00","7,490.46","7,499.53"
10/18/2023,"7,675.21","7,681.50","7,579.26","7,588.00"
10/17/2023,"7,630.63","7,682.63","7,616.77","7,675.21"
10/16/2023,"7,599.60","7,651.27","7,584.64","7,630.63"
10/13/2023,"7,644.78","7,660.05","7,590.72","7,599.60"
10/12/2023,"7,620.03","7,687.91","7,620.03","7,644.78"
10/11/2023,"7,628.21","7,651.98","7,608.67","7,620.03"
10/10/2023,"7,492.21","7,637.41","7,492.21","7,628.21"
10/09/2023,"7,494.58","7,540.57","7,473.19","7,492.21"
10/06/2023,"7,451.54","7,496.42","7,423.36","7,494.58"
10/05/2023,"7,412.45","7,488.60","7,409.74","7,451.54"
10/04/2023,"7,470.16","7,490.18","7,384.20","7,412.45"
10/03/2023,"7,510.72","7,545.67","7,466.62","7,470.16"
10/02/2023,"7,608.08","7,630.41","7,491.30","7,510.72"
09/29/2023,"7,601.85","7,674.19","7,601.85","7,608.08"
09/28/2023,"7,593.22","7,605.55","7,524.11","7,601.85"
09/27/2023,"7,625.72","7,645.55","7,577.23","7,593.22"
09/26/2023,"7,623.99","7,656.94","7,593.54","7,625.72"
09/25/2023,"7,683.91","7,684.82","7,580.81","7,623.99"
09/22/2023,"7,678.62","7,735.16","7,640.80","7,683.91"
09/21/2023,"7,731.65","7,746.53","7,674.70","7,678.62"
09/20/2023,"7,660.20","7,741.90","7,659.61","7,731.65"
09/19/2023,"7,652.94","7,682.38","7,642.36","7,660.20"
09/18/2023,"7,711.38","7,720.14","7,641.76","7,652.94"
09/15/2023,"7,673.08","7,745.82","7,673.08","7,711.38"
09/14/2023,"7,525.99","7,686.96","7,525.99","7,673.08"
