Date,Open,High,Low,Close
08/01/2023,"7,699.41","7,715.24","7,650.15","7,666.27"
07/31/2023,"7,694.27","7,722.92","7,667.81","7,699.41"
07/28/2023,"7,692.76","7,716.82","7,680.19","7,694.27"
07/27/2023,"7,676.89","7,709.66","7,662.40","7,692.76"
07/26/2023,"7,691.80","7,702.74","7,630.00","7,676.89"
07/25/2023,"7,678.59","7,702.35","7,676.50","7,691.80"
07/24/2023,"7,663.73","7,684.97","7,633.29","7,678.59"
07/21/2023,"7,646.05","7,674.23","7,639.45","7,663.73"
07/20/2023,"7,588.20","7,661.87","7,585.85","7,646.05"
07/19/2023,"7,453.69","7,625.14","7,453.69","7,588.20"
07/18/2023,"7,406.42","7,459.15","7,398.53","7,453.69"
07/17/2023,"7,434.57","7,437.61","7,395.67","7,406.42"
07/14/2023,"7,440.21","7,480.43","7,421.31","7,434.57"
07/13/2023,"7,416.11","7,457.20","7,409.25","7,440.21"
07/12/2023,"7,282.52","7,425.10","7,282.52","7,416.11"
07/11/2023,"7,273.79","7,285.33","7,239.23","7,282.52"
07/10/2023,"7,256.94","7,306.09","7,238.72","7,273.79"
07/07/2023,"7,280.50","7,280.50","7,229.57","7,256.94"
07/06/2023,"7,442.10","7,442.10","7,267.62","7,280.50"
07/05/2023,"7,519.72","7,519.72","7,434.66","7,442.10"
07/04/2023,"7,527.26","7,547.38","7,518.36","7,519.72"
07/03/2023,"7,531.53","7,561.26","7,513.93","7,527.26"
06/30/2023,"7,471.69","7,551.59","7,471.69","7,531.53"
06/29/2023,"7,500.49","7,505.61","7,460.53","7,471.69"
06/28/2023,"7,461.46","7,518.33","7,461.46","7,500.49"
06/27/2023,"7,453.58","7,495.88","7,428.11","7,461.46"
06/26/2023,"7,461.87","7,476.45","7,401.18","7,453.58"
06/23/2023,"7,502.03","7,502.03","7,439.72","7,461.87"
06/22/2023,"7,559.18","7,559.18","7,458.35","7,502.03"
06/21/2023,"7,569.31","7,577.60","7,520.92","7,559.18"
06/20/2023,"7,588.48","7,607.53","7,566.33","7,569.31"
06/19/2023,"7,642.72","7,642.72","7,581.84","7,588.48"
06/16/2023,"7,628.26","7,687.61","7,627.83","7,642.72"
06/15/2023,"7,602.74","7,632.67","7,584.78","7,628.26"
06/14/2023,"7,594.78","7,639.79","7,579.27","7,602.74"
06/13/2023,"7,570.69","7,610.77","7,556.32","7,594.78"
06/12/2023,"7,562.36","7,599.87","7,556.81","7,570.69"
06/09/2023,"7,599.74","7,621.72","7,546.50","7,562.36"
06/08/2023,"7,624.34","7,638.61","7,587.99","7,599.74"
06/07/2023,"7,628.10","7,642.40","7,604.42","7,624.34"
06/06/2023,"7,599.99","7,636.06","7,556.16","7,628.10"
06/05/2023,"7,607.28","7,654.84","7,594.13","7,599.99"
06/02/2023,"7,490.27","7,614.89","7,490.02","7,607.28"
06/01/2023,"7,446.14","7,498.59","7,445.30","7,490.27"
05/31/2023,"7,522.07","7,522.07","7,446.14","7,446.14"
05/30/2023,"7,627.20","7,628.12","7,516.52","7,522.07"
05/26/2023,"7,570.87","7,643.56","7,556.92","7,627.20"
05/25/2023,"7,627.10","7,629.08","7,569.17","7,570.87"
05/24/2023,"7,762.95","7,762.95","7,590.24","7,627.10"
05/23/2023,"7,770.99","7,800.85","7,747.09","7,762.95"
05/22/2023,"7,756.87","7,783.40","7,750.53","7,770.99"
05/19/2023,"7,742.30","7,790.92","7,742.13","7,756.87"
05/18/2023,"7,723.23","7,776.58","7,723.23","7,742.30"
05/17/2023,"7,751.08","7,758.15","7,713.03","7,723.23"
05/16/2023,"7,777.70","7,804.93","7,741.29","7,751.08"
05/15/2023,"7,754.62","7,794.89","7,754.62","7,777.70"
05/12/2023,"7,730.58","7,772.79","7,729.01","7,754.62"
05/11/2023,"7,741.33","7,784.28","7,679.61","7,730.58"
05/10/2023,"7,764.09","7,778.98","7,727.12","7,741.33"
05/09/2023,"7,778.38","7,792.35","7,735.08","7,764.09"
05/05/2023,"7,702.64","7,781.54","7,702.64","7,778.38"
05/04/2023,"7,788.37","7,788.37","7,691.25","7,702.64"
05/03/2023,"7,773.03","7,819.66","7,773.03","7,788.37"
05/02/2023,"7,870.57","7,898.69","7,773.03","7,773.03"
